ds,y
2007-12-10,8.65555656816596
2007-12-11,8.05658753747201
2007-12-12,7.88583124256816
2007-12-13,8.063523236946068
2007-12-14,8.015479753479974
2007-12-15,7.893303302395855
2007-12-16,7.943518220435742
2007-12-17,8.113100629324306
2007-12-18,8.125242636473562
2007-12-19,7.997392576504739
2007-12-20,7.936107466524685
2007-12-21,7.8924509984687266
2007-12-22,7.917274717940395
2007-12-23,8.046693360252783
2007-12-24,8.083185593862698
2007-12-25,8.039042435259368
2007-12-26,8.084769446820843
2007-12-27,8.191137034646395
2007-12-28,8.139640018037948
2007-12-29,7.939549075010982
2007-12-30,8.60969454944595
2007-12-31,8.487273463664454
2008-01-01,8.284805818636183
2008-01-02,8.425563931727629
2008-01-03,8.249174070585031
2008-01-04,8.052609664426658
2008-01-05,8.196833819476684
2008-01-06,8.72245500098578
2008-01-07,8.702534465051075
2008-01-08,8.17981731973188
2008-01-09,8.151871365108926
2008-01-10,8.487400118021808
2008-01-11,8.605713261838508
2008-01-12,8.654175680909596
2008-01-13,9.200490148993639
2008-01-14,9.22485468305853
2008-01-15,8.853312804738222
2008-01-16,8.614880997073552
2008-01-17,8.393324634320345
2008-01-18,8.466868952265077
2008-01-19,8.529050857600712
2008-01-20,8.698710306187246
2008-01-21,9.717750286438319
2008-01-22,8.818010427068494
2008-01-23,8.783574329008063
2008-01-24,8.535983823458004
2008-01-25,8.411951605535526
2008-01-26,8.485311047970441
2008-01-27,8.561426612108876
2008-01-28,8.707291786426245
2008-01-29,8.787407072684363
2008-01-30,8.774789150389358
2008-02-01,8.755783664317734
2008-02-02,8.688931018079938
2008-02-03,9.339570623833168
2008-02-04,10.785833276745375
2008-02-05,10.139437708707215
2008-02-06,9.225125111969508
2008-02-07,8.732548639248753
2008-02-08,8.966156497473504
2008-02-09,8.813866965467255
2008-02-10,8.612397025243338
2008-02-11,8.458046998657336
2008-02-12,8.254573913987295
2008-02-13,8.142663689112204
2008-02-14,8.12443072131033
2008-02-15,8.041265244241043
2008-02-16,7.913115566636226
2008-02-17,7.8182953668653825
2008-02-18,7.731812646265047
2008-02-19,7.648540280055614
2008-02-20,7.576599813865264
2008-02-21,7.504616343000794
2008-02-22,7.433462016907237
2008-02-23,7.387585368027096
2008-02-24,7.367180588721502
2008-02-25,7.361735309377252
