ds,y,first_difference,second_difference,seasonal_difference,3-order_difference,log_difference
2007-12-10,9.59076113897809,,,,,
2007-12-11,8.51959031601596,-1.0711708229621308,,,,-0.11843199902062507
2007-12-12,8.18367658262066,-0.33591373339529973,0.7352570895668311,,,-0.040226745094601224
2007-12-13,8.07246736935477,-0.11120921326588906,0.22470452012941067,,-1.5182937696233196,-0.013682328171959579
2007-12-14,7.8935720735049,-0.17889529584987063,-0.06768608258398157,-1.6971890654731903,-0.6260182425110594,-0.022410414754828523
2007-12-15,7.78364059622125,-0.10993147728364949,0.06896381856622114,-0.7359497197947089,-0.4000359863994092,-0.014024594990896144
2007-12-16,8.41405243249672,0.6304118362754689,0.7403433135591184,0.23037584987605975,0.3415850631419488,0.07787904502867837
2007-12-17,8.82922635473185,0.4151739222351303,-0.21523791404033865,0.7567589853770791,0.9356542812269497,0.04816417850490051
2007-12-18,8.38251828808963,-0.44670806664221985,-0.8618819888773501,0.48894621458472987,0.5988776918683794,-0.05191901417714595
2007-12-19,8.06965530688617,-0.3128629812034589,0.13384508543876095,0.28601471066492046,-0.34439712561054847,-0.038037612586306224
2007-12-20,7.87929148508227,-0.190363821803901,0.12249915939955791,-0.5347609474144495,-0.9499348696495797,-0.023872781701552714
2007-12-21,7.76174498465891,-0.11754650042335957,0.07281732138054142,-1.0674813700729393,-0.6207733034307195,-0.015030808693816677
2007-12-22,7.52940645783701,-0.23233852682190026,-0.11479202639854069,-0.8531118302526197,-0.5402488490491608,-0.03039096302829325
2007-12-23,8.38526052015541,0.8558540623183992,1.0881925891402995,0.3156052132692384,0.5059690350731394,0.10765924953386152
2007-12-24,8.62011072542292,0.23485020526751121,-0.621003857050888,0.7408192403406506,0.8583657407640102,0.02762246519128375
2007-12-25,7.85243908535751,-0.7676716400654104,-1.0025218453329217,0.09069410069859973,0.3230326275205,-0.09327373472577305
2007-12-26,7.85399308722424,0.0015540018667303812,0.7692256419321408,0.3245866293872304,-0.5312674329311688,0.00019788095153971952
2007-12-27,8.0519780789023,0.1979849916780596,0.19643098981132923,-0.33328244125310924,-0.5681326465206205,0.02489570933695262
2007-12-28,7.92660259918138,-0.1253754797209199,-0.3233604713989795,-0.6935081262415403,0.0741635138238701,-0.015693265296110592
2007-12-29,7.83834331555712,-0.08825928362425994,0.03711619609665995,-0.014095769800389846,-0.015649771667120227,-0.011197019794733976
2007-12-30,9.70314458114435,1.8648012655872304,1.9530605492114903,1.8491514939201101,1.6511665022420505,0.2134225163546586
2007-12-31,9.38597294061934,-0.3171716405250109,-2.1819729061122413,1.3339948617170396,1.4593703414379595,-0.03323368217951339
2008-01-01,8.29379960884682,-1.0921733317725195,-0.7750016912475086,0.36719700966544,0.45545629328969994,-0.12370813386268598
2008-01-02,8.43468076984177,0.14088116099494918,1.2330544927674687,0.5963374542846491,-1.2684638113025812,0.016843668828627756
2008-01-03,8.26204284396694,-0.17263792587482918,-0.31351908686977836,-1.4411017371774104,-1.1239300966523995,-0.02067999475628257
2008-01-04,8.10681603894705,-0.15522680501988972,0.017411120854939455,-1.2791569016722892,-0.18698356989976972,-0.018966680509397538
2008-01-05,7.95014988765202,-0.15666615129503025,-0.0014393462751405295,-0.3436497211948,-0.48453088218974916,-0.019514411835840573
2008-01-06,9.50925907635395,1.5591091887019308,1.715775339996961,1.0745783065121817,1.2472162323870108,0.17907518128867794
2008-01-07,8.84678466694523,-0.6624744094087216,-2.2215835981106524,0.5847418229782892,0.739968627998179,-0.07221188503421416
2008-01-08,8.43054538469057,-0.41623928225465967,0.24623512715406193,0.3237293457435193,0.48039549703854956,-0.048192612921761135
2008-01-09,8.2482674474469,-0.18227793724367025,0.23396134501098942,0.2981175597948793,-1.2609916289070515,-0.021858293691828123
2008-01-10,8.28172399041139,0.03345654296449041,0.21573448020816066,-1.227535085942561,-0.5650606765338395,0.004047986204432696
2008-01-11,8.29279885820037,0.011074867788980924,-0.022381675175509486,-0.5539858087448586,-0.13774652649019892,0.0013363726411128596
2008-01-12,8.19918935907807,-0.09360949912230154,-0.10468436691128247,-0.23135602561250046,-0.04907808836883021,-0.011352240033283945
2008-01-13,9.99652241850332,1.7973330594252506,1.890942558547552,1.7482549710564204,1.71479842809193,0.1982019836281368
2008-01-14,10.1270710070787,0.13054858857537965,-1.666784470849871,1.8453470166673096,1.8342721488783287,0.012974861622867095
2008-01-15,8.93379604393486,-1.193274963143839,-1.3238235517192187,0.6409971857344896,0.7346066848567911,-0.1253707425151629
2008-01-16,8.56617381363786,-0.36762223029700003,0.825652732846839,0.3669844545597911,-1.4303486048654594,-0.042020223374090726
2008-01-17,8.54772239645106,-0.018451417186799546,0.3491708131102005,-1.448800022052259,-1.5793486106276386,-0.0021563090145813035
2008-01-18,8.39976009452414,-0.1479623019269205,-0.12951088474012096,-1.7273109125545592,-0.5340359494107201,-0.01746171581580125
2008-01-19,8.22309055116153,-0.17666954336261043,-0.028707241435689923,-0.7107054927733305,-0.3430832624763305,-0.021257027400158002
2008-01-20,8.83898679349679,0.6158962423352605,0.792565785697871,0.27281297985893005,0.2912643970457296,0.07222613609478712
2008-01-21,10.8972021813751,2.0582153878783096,1.442319145543049,2.349479784924039,2.4974420868509597,0.20933382171885384
