timestamp,value,label
1545148800000,254345216.0,0.0
1545149100000,254037293.0,0.0
1545149400000,254284913.0,0.0
1545149700000,254154069.0,0.0
1545150000000,254234839.0,0.0
1545150300000,254087814.0,0.0
1545150600000,254333891.0,0.0
1545150900000,253910016.0,0.0
1545151200000,254254592.0,0.0
1545151500000,254038016.0,0.0
1545151800000,254299477.0,0.0
1545152100000,254052231.0,0.0
1545152400000,254295859.0,0.0
1545152700000,254072695.0,0.0
1545153000000,254320184.0,0.0
1545153300000,254196622.0,0.0
1545153600000,254451712.0,0.0
1545153900000,257521543.0,0.0
1545154200000,259943310.0,0.0
1545154500000,259879558.0,0.0
1545154800000,259947520.0,0.0
1545155100000,259915560.0,0.0
1545155400000,260306582.0,0.0
1545155700000,260112640.0,0.0
1545156000000,260432594.0,0.0
1545156300000,260290198.0,0.0
1545156600000,260628889.0,0.0
1545156900000,260626793.0,0.0
1545157200000,260709262.0,0.0
1545157500000,260471969.0,0.0
1545157800000,260794368.0,0.0
1545158100000,260559063.0,0.0
1545158400000,260768175.0,0.0
1545158700000,260635079.0,0.0
1545159000000,261078357.0,0.0
1545159300000,261757289.0,0.0
1545159600000,261932600.0,0.0
1545159900000,261370060.0,0.0
1545160200000,260563590.0,0.0
1545160500000,260467531.0,0.0
1545160800000,260589244.0,0.0
1545161100000,260420721.0,0.0
1545161400000,259973120.0,0.0
1545161700000,259791171.0,0.0
1545162000000,259705787.0,0.0
1545162300000,259511296.0,0.0
1545162600000,259689532.0,0.0
1545162900000,259663872.0,0.0
1545163200000,260020451.0,0.0
1545163500000,259697483.0,0.0
1545163800000,259972096.0,0.0
1545164100000,259785135.0,0.0
1545164400000,260047940.0,0.0
1545164700000,259776752.0,0.0
1545165000000,259903247.0,0.0
1545165300000,259601294.0,0.0
1545165600000,259903272.0,0.0
1545165900000,259778816.0,0.0
1545166200000,260025404.0,0.0
1545166500000,259856839.0,0.0
1545166800000,260177305.0,0.0
1545167100000,259931955.0,0.0
1545167400000,260231599.0,0.0
1545167700000,260049481.0,0.0
1545168000000,260291530.0,0.0
1545168300000,260072106.0,0.0
1545168600000,260225131.0,0.0
1545168900000,259982034.0,0.0
1545169200000,260245276.0,0.0
1545169500000,259973376.0,0.0
1545169800000,260343352.0,0.0
1545170100000,260240437.0,0.0
1545170400000,260272355.0,0.0
1545170700000,260262798.0,0.0
1545171000000,260235504.0,0.0
1545171300000,260055255.0,0.0
1545171600000,260359107.0,0.0
1545171900000,260091904.0,0.0
1545172200000,260208640.0,0.0
1545172500000,260038224.0,0.0
1545172800000,260360396.0,0.0
1545173100000,260120348.0,0.0
1545173400000,259705802.0,0.0
1545173700000,259563110.0,0.0
1545174000000,259853473.0,0.0
1545174300000,259654860.0,0.0
1545174600000,259867917.0,0.0
1545174900000,259634876.0,0.0
1545175200000,259854576.0,0.0
1545175500000,259609344.0,0.0
1545175800000,260061786.0,0.0
1545176100000,259768320.0,0.0
1545176400000,259902805.0,0.0
1545176700000,259609122.0,0.0
1545177000000,259260631.0,0.0
1545177300000,259030784.0,0.0
1545177600000,259117537.0,0.0
1545177900000,258925056.0,0.0
1545178200000,259217635.0,0.0
1545178500000,259032576.0,0.0
1545178800000,259081916.0,0.0
1545179100000,258947584.0,0.0
1545179400000,259362169.0,0.0
1545179700000,258955719.0,0.0
1545180000000,259213432.0,0.0
1545180300000,259059484.0,0.0
1545180600000,259313879.0,0.0
1545180900000,259224997.0,0.0
1545181200000,259679932.0,0.0
1545181500000,259349760.0,0.0
1545181800000,259273841.0,0.0
1545182100000,259145500.0,0.0
1545182400000,259337593.0,0.0
1545182700000,259275662.0,0.0
1545183000000,259480154.0,0.0
1545183300000,259453838.0,0.0
1545183600000,259668329.0,0.0
1545183900000,259331975.0,0.0
1545184200000,259662064.0,0.0
1545184500000,259539159.0,0.0
1545184800000,259657728.0,0.0
1545185100000,259430723.0,0.0
1545185400000,259704229.0,0.0
1545185700000,259542129.0,0.0
1545186000000,259781330.0,0.0
1545186300000,259539626.0,0.0
1545186600000,260034816.0,0.0
1545186900000,259440640.0,0.0
1545187200000,259776080.0,0.0
1545187500000,259501598.0,0.0
1545187800000,259672064.0,0.0
1545188100000,259436088.0,0.0
1545188400000,259779961.0,0.0
1545188700000,259653632.0,0.0
1545189000000,259801519.0,0.0
1545189300000,259825664.0,0.0
1545189600000,259902259.0,0.0
1545189900000,259586958.0,0.0
1545190200000,260073267.0,0.0
1545190500000,259596769.0,0.0
1545190800000,259770823.0,0.0
1545191100000,259848192.0,0.0
1545191400000,259758682.0,0.0
1545191700000,259700615.0,0.0
1545192000000,259811004.0,0.0
